gene	partner
TET2-AS1	TET2-AS1
TET3	MGC22014
TET3	TET3
TET3	hCG_40738
TETRAN	MFSD10
TETRASPAN	TSPAN4
TEX1	THOC3
TEX10	FLJ20287
TEX10	Ipi1
TEX10	TEX10
TEX10	bA208F1.2
TEX101	CT131
TEX101	MGC4766
TEX101	SGRG
TEX101	SPATA44
TEX101	TEX101
TEX11	TEX11
TEX11	TGC1
TEX11	TSGA3
TEX12	TEX12
TEX13A	TEX13A
TEX13B	TEX13B
TEX13B	TGC3B
TEX13B	TSGA5
TEX14	CT113
TEX14	TEX14
TEX15	CT42
TEX15	TEX15
TEX16P	TEX16P
TEX19	FLJ35767
TEX19	TEX19
TEX2	HT008
TEX2	KIAA1738
TEX2	TEX2
TEX2	TMEM96
TEX21P	TEX21P
TEX22	TEX22
TEX26	MGC40178
TEX26	TEX26
TEX26-AS1	TEX26-AS1
TEX261	MGC32043
TEX261	TEG-261
TEX261	TEX261
TEX264	FLJ13935
TEX264	TEX264
TEX264	ZSIG11
TEX28	TEX28
TEX28	fTEX
TEX28P1	TEX28P1
TEX28P1	pTEX
TEX28P2	CXorf2B
TEX28P2	TEX28P2
TEX28P2	pTEX
TEX29	MGC35169
TEX29	TEX29
TEX29	bA474D23.1
TEX292	CIRH1A
TEX30	TEX30
TEX33	EAN57
TEX33	MGC35206
TEX33	TEX33
TEX35	DKFZP564J047
TEX35	TEX35
TEX35	TSC24
TEX36	TEX36
TEX36	bA383C5.1
TEX36-AS1	TEX36-AS1
TEX37	FLJ25369
TEX37	TEX37
TEX37	TSC21
TEX38	LOC374973
TEX38	TEX38
TEX38	THEG4
TEX39A	FAM9A
TEX39B	FAM9B
TEX39C	FAM9C
TEX40	DKFZP566E164
TEX40	TEX40
TEX41	DKFZp686O1327
TEX41	LINC00953
TEX41	TEX41
TEX4~withdrawn	TEX4~withdrawn
TEX9	TEX9
TF	PRO1557
TF	PRO2086
TF	TF
TF12	ZNF92
TF1B	TRIM28
TF1G	TRIM33
TF2E2	GTF2E2
TF2F1	GTF2F1
TF2S	TCEA1
TF34	ZNF93
TF6	TFG
TFAM	TFAM
TFAMP1	MTTF1
TFAMP1	TFAMP1
TFAMP2	MTTF1
TFAMP2	TFAMP2
TFAP2A	AP-2
TFAP2A	TFAP2A
TFAP2A-AS1	TFAP2A-AS1
TFAP2B	AP2-B
TFAP2B	TFAP2B
TFAP2C	AP2-GAMMA
TFAP2C	ERF1
TFAP2C	TFAP2C
TFAP2C	TFAP2G
TFAP2C	hAP-2g
TFAP2D	TFAP2D
TFAP2E	AP2E
TFAP2E	TFAP2E
TFAP2G	TFAP2C
TFAP4	AP-4
TFAP4	TFAP4
TFAP4	bHLHc41
TFAR15	PDCD10
TFAR19	PDCD5
TFB1M	CGI-75
TFB1M	TFB1M
TFB1M	mtTFB
TFB2	GTF2H4
TFB2M	FLJ22661
TFB2M	FLJ23182
TFB2M	Hkp1
TFB2M	TFB2M
TFB5	GTF2H5
TFC5	BDP1
TFCOUP1~withdrawn	TFCOUP1~withdrawn
TFCOUP2~withdrawn	TFCOUP2~withdrawn
TFCP2	CP2
TFCP2	LBP-1C
TFCP2	LSF
TFCP2	TFCP2
TFCP2	TFCP2C
TFCP2C	TFCP2
TFCP2L1	CRTR1
TFCP2L1	LBP-9
TFCP2L1	TFCP2L1
TFDP1	DP1
TFDP1	DRTF1
TFDP1	Dp-1
TFDP1	TFDP1
TFDP1P	TFDP1P
TFDP2	Dp-2
TFDP2	TFDP2
TFDP3	CT30
TFDP3	E2F-like
TFDP3	HCA661
TFDP3	TFDP3
TFE3	TFE3
TFE3	TFEA
TFE3	bHLHe33
TFEA	TFE3
TFEB	TCFEB
TFEB	TFEB
TFEB	bHLHe35
TFEC	TCFEC
TFEC	TFEC
TFEC	TFECL
TFEC	bHLHe34
TFECL	TFEC
TFF1	D21S21
TFF1	HP1.A
TFF1	HPS2
TFF1	TFF1
TFF1	pNR-2
TFF1	pS2
TFF2	TFF2
TFF3	HITF
TFF3	ITF
TFF3	TFF3
TFG	FLJ36137
TFG	SPG57
TFG	TF6
TFG	TFG
TFI	TFPI
TFII-I	GTF2I
TFIIA	GTF2A1
TFIIA	GTF2A2
TFIIB	GTF2B
TFIID	TBP
TFIID-31	TAF9B
TFIIE-A	GTF2E1
TFIIE-B	GTF2E2
TFIIF	GTF2F1
TFIIF	GTF2F2
TFIIF	GTF2F2P1
TFIIH	ERCC3
TFIIH	GTF2H1
TFIIH	GTF2H2
TFIIH	GTF2H3
TFIIH	GTF2H4
TFIIH	GTF2H5
TFIIIA	GTF3A
TFIIIA-INTP	OPTN
TFIIIB150	BDP1
TFIIIB50	BRF2
TFIIIB90	BDP1
TFIIIB90	BRF1
TFIIIC102	GTF3C3
TFIIIC110	GTF3C2
TFIIIC220	GTF3C1
TFIIIC35	GTF3C6
TFIIIC63	GTF3C5
TFIIIC90	GTF3C4
TFIIICepsilon	GTF3C5
TFIIS	TCEA1
TFIIS	TCEA2
TFIIS.H	TCEA3
TFIP11	DKFZP434B194
TFIP11	Spp382
TFIP11	TFIP11
TFIP11	TIP39
TFIZ1	GKN2
TFNR~withdrawn	TFNR~withdrawn
TFP1	TFP1
TFPI	EPI
TFPI	TFI
TFPI	TFPI
TFPI	TFPI1
TFPI-2	TFPI2
TFPI1	TFPI
TFPI2	PP5
TFPI2	REF1
TFPI2	TFPI-2
TFPI2	TFPI2
TFPT	FB1
TFPT	INO80F
TFPT	TFPT
TFPT	amida
TFR1	TFRC
TFR2	HFE3
TFR2	TFR2
TFR2	TFRC2
TFRC	CD71
TFRC	TFR1
TFRC	TFRC
TFRC	p90
TFRC2	TFR2
TFiiiC2-102	GTF3C3
TFiiiC2-63	GTF3C5
TG	AITD3
TG	TG
TG	TGN
TG1019	OXER1
TGAM77	CNIH1
TGASE	TGM1
TGB	PPBP
TGB1	PPBP
TGB2	PPBPP1
TGC	TGM2
TGC1	TEX11
TGC3B	TEX13B
TGCT1	TGCT1
TGD	ABCA1
TGDS	SDR2E1
TGDS	TDPGD
TGDS	TGDS
TGE	TGM3
TGFA	TGFA
TGFA-IT1	TGFA-IT1
TGFB1	CED
TGFB1	TGFB1
TGFB1	TGFbeta
TGFB1I1	ARA55
TGFB1I1	HIC-5
TGFB1I1	Hic-5
TGFB1I1	TGFB1I1
TGFB1I1	TSC-5
TGFB2	TGFB2
TGFB3	TGFB3
TGFB4~withdrawn	TGFB4~withdrawn
TGFBI	BIGH3
TGFBI	CDB1
TGFBI	CDGG1
TGFBI	TGFBI
TGFBR1	ACVRLK4
TGFBR1	ALK-5
TGFBR1	TGFBR1
TGFBR2	TGFBR2
TGFBR3	BGCAN
TGFBR3	TGFBR3
TGFBR3	betaglycan
TGFBR3L	TGFBR3L
TGFBRAP1	TGFBRAP1
TGFBRAP1	TRAP-1
TGFBRAP1	TRAP1
TGFBRE~withdrawn	TGFBRE~withdrawn
TGFbeta	TGFB1
TGIF	IL10
TGIF1	TGIF1
TGIF1P1	TGIF1P1
TGIF2	TGIF2
TGIF2-C20orf24	TGIF2-C20orf24
TGIF2LX	TGIF2LX
TGIF2LY	TGIF2LY
TGIF2P1	TGIF2P1
TGIF2P2	TGIF2P2
TGIF2P3	TGIF2P3
TGIF2P4	TGIF2P4
TGIN1	GIN1
TGK	TGM1
TGM1	LI
TGM1	LI1
TGM1	TGASE
TGM1	TGK
TGM1	TGM1
TGM2	TGC
TGM2	TGM2
TGM3	TGE
TGM3	TGM3
TGM4	TGM4
TGM4	TGP
TGM5	TGM5
TGM5	TGX
TGM6	SCA35
TGM6	TGM6
TGM6	TGY
TGM6	dJ734P14.3
TGM7	TGM7
TGM7	TGMZ
TGMZ	TGM7
TGN	TG
TGN38	TGOLN2
TGN46	TGOLN2
TGN48	TGOLN2
TGN51	TGOLN2
TGOLN2	TGN38
TGOLN2	TGN46
TGOLN2	TGN48
TGOLN2	TGN51
TGOLN2	TGOLN2
TGOLN2	TTGN2
TGP	TGM4
TGR	TXNRD3
TGR5	GPBAR1
TGS	LIN9
TGS1	PIMT
TGS1	TGS1
TGT	QTRT1
TGT	USP14
TGT3	FOXM1
TGX	TGM5
TGY	TGM6
TH	DYT5b
TH	TH
TH1	NELFCD
THA1P	GLY1
THA1P	THA1P
THADA	FLJ21877
THADA	GITA
THADA	KIAA1767
THADA	THADA
THANK	TNFSF13B
THAP1	4833431A01Rik
THAP1	FLJ10477
THAP1	THAP1
THAP10	THAP10
THAP11	CTG-B43a
THAP11	CTG-B45d
THAP11	HRIHFB2206
THAP11	THAP11
THAP12	PRKRIR
THAP2	DKFZP564I0422
THAP2	THAP2
THAP3	THAP3
THAP4	CGI-36
THAP4	THAP4
THAP5	DKFZp313O1132
THAP5	THAP5
THAP5P1	THAP5P1
THAP5P2	THAP5P2
THAP6	MGC30052
THAP6	THAP6
THAP7	MGC10963
THAP7	THAP7
THAP7-AS1	THAP7-AS1
THAP8	FLJ32891
THAP8	THAP8
THAP9	FLJ34093
THAP9	THAP9
THAP9-AS1	THAP9-AS1
THAS	TBXAS1
THAS	THAS
THBD	CD141
THBD	THBD
THBP1	PKM
THBS	THBS1
THBS-1	THBS1
THBS1	THBS
THBS1	THBS-1
THBS1	THBS1
THBS1	TSP
THBS1	TSP-1
THBS1	TSP1
THBS2	THBS2
THBS2	TSP2
THBS3	THBS3
THBS4	THBS4
THBS5	COMP
THC1072510	DPY19L1P2
THC2	MASTL
THC211630	HMGXB4
THC2~withdrawn	THC2~withdrawn
THCCox	ACOX2
THC~withdrawn	THC~withdrawn
THDF1	GTPBP3
THEAL	ACOT12
THEG	CT56
THEG	THEG
THEG	THEG1
THEG1	THEG
THEG4	TEX38
THEGL	THEGL
THEM1	ACOT11
THEM4	CTMP
THEM4	THEM4
THEM4P1	THEM4P1
THEM5	FLJ37964
THEM5	THEM5
THEM6	DSCD75
THEM6	THEM6
THEMIS	FLJ40584
THEMIS	THEMIS
THEMIS	bA325O24.3
THEMIS	bA325O24.4
THEMIS2	ICB-1
THEMIS2	Icb-1
THEMIS2	THEMIS2
THEMIS3P	THEMIS3P
THETA	GABRQ
THG-1	TSC22D4
THG1	RHOXF2
THG1L	FLJ11601
THG1L	FLJ20546
THG1L	ICF45
THG1L	THG1L
THIF	TXNIP
THIK-1	KCNK13
THIK-2	KCNK12
THIK1	KCNK13
THIK2	KCNK12
THIL	ACAT1
THM	THM
THNSL1	FLJ22002
THNSL1	THNSL1
THNSL2	FLJ10916
THNSL2	THNSL2
THO1	SARNP
THO2	THOC2
THOC1	HPR1
THOC1	P84
THOC1	THOC1
THOC2	THO2
THOC2	THOC2
THOC2	dJ506G2.1
THOC3	MGC5469
THOC3	TEX1
THOC3	THOC3
THOC5	Fmip
THOC5	KIAA0983
THOC5	PK1.3
THOC5	THOC5
THOC5	fSAP79
THOC6	MGC2655
THOC6	THOC6
THOC6	fSAP35
THOC7	FLJ23445
THOC7	NIF3L1BP1
THOC7	THOC7
THOC7	fSAP24
THOC7-AS1	THOC7-AS1
THOP1	THOP1
THOP2~withdrawn	THOP2~withdrawn
THOX1	DUOX1
THOX2	DUOX2
THP1	GLI2
THP2	GLI2
THPO	MPLLG
THPO	THPO
THPO	TPO
THR1	THRB
THRA	AR7
THRA	EAR-7.1/EAR-7.2
THRA	ERBA
THRA	NR1A1
THRA	THRA
THRA	THRA3
THRA1	NR1D1
THRA2~withdrawn	THRA2~withdrawn
THRA3	THRA
THRAL~withdrawn	THRAL~withdrawn
THRAP3	THRAP3
THRAP3	TRAP150
THRAP3P1	THRAP3P1
THRB	ERBA-BETA
THRB	GRTH
THRB	NR1A2
THRB	THR1
THRB	THRB
THRB	THRB1
THRB	THRB2
THRB-AS1	THRB-AS1
THRB-IT1	THRB-IT1
THRB1	THRB
THRB2	THRB
THRIL	BRI3BP-AS1
THRIL	Linc1992
THRIL	TCONS_00020260
THRIL	THRIL
THRP	THRSP
THRSP	Lpgp
THRSP	S14
THRSP	SPOT14
THRSP	THRP
THRSP	THRSP
THRSPL	MID1IP1
THSD1	THSD1
THSD1	TMTSP
THSD1P1	THSD1P1
THSD4	ADAMTSL6
THSD4	FLJ13710
THSD4	FVSY9334
THSD4	PRO34005
THSD4	THSD4
THSD7A	KIAA0960
THSD7A	THSD7A
THSD7B	KIAA1679
THSD7B	THSD7B
THTPA	THTPA
THTPA	THTPASE
THTPASE	THTPA
THTR1	SLC19A2
THTR2	SLC19A3
THUMPD1	FLJ20274
THUMPD1	THUMPD1
THUMPD1P1	THUMPD1P1
THUMPD2	MGC2454
THUMPD2	THUMPD2
THUMPD3	DKFZP434F091
THUMPD3	THUMPD3
THUMPD3-AS1	THUMPD3-AS1
THW	PERP
THY1	CD90
THY1	THY1
THY1-AS1	USP2-AS1
THY28	THYN1
THYEX3	DACT1
THYN1	THY28
THYN1	THYN1
TI-VAMP	VAMP7
TIA1	TIA1
TIAF1	TIAF1
TIAL1	TIAL1
TIAL1	TIAR
TIAM1	TIAM1
TIAM2	STEF
TIAM2	TIAM2
TIAR	TIAL1
TIARP	STEAP4
TIC	PSD4
TIC1~withdrawn	TIC1~withdrawn
TICAM-1	TICAM1
TICAM-2	TICAM2
TICAM1	MGC35334
TICAM1	PRVTIRB
TICAM1	TICAM-1
TICAM1	TICAM1
TICAM1	TRIF
TICAM2	TICAM-2
TICAM2	TICAM2
TICAM2	TIRP
TICAM2	TRAM
TICRR	FLJ41618
TICRR	MGC45866
TICRR	SLD3
TICRR	TICRR
TICRR	Treslin
TID3	NDC80
TIE-2	TEK
TIE1	JTK14
TIE1	TIE1
TIE2	TEK
TIED	ITGBL1
TIEG1	KLF10
TIF1A	TRIM24
TIF1B	TRIM28
TIF1D	TRIM66
TIF1G	TRIM33
TIF1GAMMA	TRIM33
TIF2	NCOA2
TIF32	EIF3A
TIFA	MGC20791
TIFA	T2BP
TIFA	T6BP
TIFA	TIFA
TIFA	TIFAA
TIFAA	TIFA
TIFAB	TIFAB
TIFGAMMA	TRIM33
TIFIL-23	IL22
TIFa	IL22
TIG-1	MED15
TIG1	RARRES1
TIG2	RARRES2
TIG3	RARRES3
TIGA1	EPB41L4A-AS1
TIGAR	C12orf5
TIGD1	EEYORE
TIGD1	TIGD1
TIGD2	TIGD2
TIGD3	TIGD3
TIGD4	TIGD4
TIGD5	FLJ14926
TIGD5	TIGD5
TIGD6	DKFZp761E2110
TIGD6	TIGD6
TIGD7	Sancho
TIGD7	TIGD7
TIGIRR-1	IL1RAPL2
TIGIRR-2	IL1RAPL1
TIGIT	DKFZp667A205
TIGIT	FLJ39873
TIGIT	TIGIT
TIGM1~withdrawn	TIGM1~withdrawn
TIGR	MYOC
TIH1	PHLDA3
TIH1	RUVBL1
TIH2	RUVBL2
TIL3	TLR5
TIL4	TLR2
TILRR	FREM1
TILZ2	TSC22D4
TILZ4a	TSC22D2
TILZ4b	TSC22D2
TILZ4c	TSC22D2
TIM	ARHGEF5
TIM	TIMELESS
TIM-1	HAVCR1
TIM1	ARHGEF5
TIM1	HAVCR1
TIM1	TIMELESS
TIM10	TIMM10
TIM10A	TIMM10
TIM10B	TIMM10B
TIM17	TIMM17A
TIM17A	TIMM17A
TIM21	TIMM21
TIM23	TIMM23
TIM3	HAVCR2
TIM44	TIMM44
TIM50L	TIMM50
TIM8B	TIMM8B
TIM9A	TIMM9
TIMAP	PPP1R16B
TIMD1	HAVCR1
TIMD3	HAVCR2
TIMD4	TIMD4
TIMELESS	TIM
TIMELESS	TIM1
TIMELESS	TIMELESS
TIMELESS	hTIM
TIMM10	TIM10
TIMM10	TIM10A
TIMM10	TIMM10
TIMM10B	TIM10B
TIMM10B	TIMM10B
TIMM10B	Tim9b
TIMM13	TIMM13
TIMM13	Tim13
TIMM13A~withdrawn	TIMM13A~withdrawn
TIMM14	DNAJC19
TIMM15	DNLZ
TIMM16	PAM16
TIMM17A	TIM17
TIMM17A	TIM17A
TIMM17A	TIMM17A
TIMM17B	DXS9822
TIMM17B	JM3
TIMM17B	TIMM17B
TIMM21	HSPC154
TIMM21	TIM21
TIMM21	TIMM21
TIMM22	TIMM22
TIMM23	TIM23
TIMM23	TIMM23
TIMM23B	TIMM23B
TIMM23B	bA592B15.7
TIMM40	CHCHD4
TIMM44	TIM44
TIMM44	TIMM44
TIMM50	TIM50L
TIMM50	TIMM50
TIMM8A	DDP
TIMM8A	MTS
TIMM8A	TIMM8A
TIMM8AP1	DDPP
TIMM8AP1	TIMM8AP1
TIMM8B	DDP2
TIMM8B	FLJ21744
TIMM8B	MGC102866
TIMM8B	MGC117373
TIMM8B	TIM8B
TIMM8B	TIMM8B
TIMM8BP1	TIMM8BP1
TIMM8BP2	TIMM8BP2
TIMM9	TIM9A
TIMM9	TIMM9
TIMM9P1	TIMM9P1
TIMM9P2	TIMM9P2
TIMM9P3	TIMM9P3
TIMMDC1	FLJ22597
TIMMDC1	TIMMDC1
TIMP1	EPO
TIMP1	TIMP1
TIMP2	CSC-21K
TIMP2	TIMP2
TIMP3	TIMP3
TIMP4	TIMP4
TIN1	TNKS
TIN2	TINF2
TINAG	TINAG
TINAGL1	ARG1
TINAGL1	LIECG3
TINAGL1	P3ECSL
TINAGL1	TINAGL1
TINAGL1	TINAGRP
TINAGRP	TINAGL1
TINCR	FLJ90734
TINCR	LINC00036
TINCR	NCRNA00036
TINCR	TINCR
TINF1	TNKS
TINF2	TIN2
TINF2	TINF2
TINP1	NSA2
TINUR	NR4A2
TIP	ITFG1
TIP	METTL8
TIP-1	TAX1BP3
TIP-2	GIPC1
TIP-33	LIN7A
TIP-40	PARD6A
TIP-43	SNTB1
TIP110	SART3
TIP120	CAND1
TIP120A	CAND1
TIP120B	CAND2
TIP150	MTUS2
TIP27	JAZF1
TIP3	SOCS1
TIP30	HTATIP2
TIP39	PTH2
TIP39	TFIP11
TIP41	TIPRL
TIP47	PLIN3
TIP48	RUVBL2
TIP49	RUVBL1
TIP49a	RUVBL1
TIP49b	RUVBL2
TIP5	BAZ2A
TIP60	KAT5
TIPARP	DDF1
TIPARP	DKFZP434J214
TIPARP	DKFZp686N0351
TIPARP	PARP-1
TIPARP	PARP-7
TIPARP	PARP7
TIPARP	RM1
TIPARP	TIPARP
TIPARP	pART14
TIPARP-AS1	TIPARP-AS1
TIPIN	FLJ20516
TIPIN	TIPIN
TIPRL	MGC3794
TIPRL	TIP41
TIPRL	TIPRL
TIPRL	dJ69E11.3
TIR8	SIGIRR
TIRAP	Mal
TIRAP	TIRAP
TIRAP	wyatt
TIRC7	TCIRG1
TIRP	TICAM2
TIS11	ZFP36
TIS11B	ZFP36L1
TIS11D	ZFP36L2
TIS21	BTG2
TIS7	IFRD1
TIS8	EGR1
TITF2~withdrawn	TITF2~withdrawn
TIZ	ZNF675
TJ6	ATP6V0A2
TJ6M	ATP6V0A2
TJ6s	ATP6V0A2
TJAP1	PILT
TJAP1	TJAP1
TJP1	DKFZp686M05161
TJP1	MGC133289
TJP1	TJP1
TJP1	ZO-1
TJP1P	TJP1P
TJP2	TJP2
TJP2	X104
TJP2	ZO-2
TJP2	ZO2
TJP3	TJP3
TJP3	ZO-3
TK1	TK1
TK14	FGFR2
TK2	TK2
TK25	FGFR2
TKA-1	SLC9A3R2
TKAL754	LYZL6
TKCR	TKCR
TKC~withdrawn	TKC~withdrawn
TKL	TXK
TKR	TKTL1
TKT	DDR2
TKT	TKT
TKT2	TKTL1
TKTL1	TKR
TKTL1	TKT2
TKTL1	TKTL1
TKTL2	DKFZP434L1717
TKTL2	FLJ32975
TKTL2	TKTL2
TL-PST	SULT1A3
TL1	TNFSF15
TL132	USP32P2
TL1A	TNFSF15
TL2	TNFSF10
TL6	TNFSF18
TLA519	GNLY
TLAP	SSR2
TLC	LCN1
TLCD1	TLCD1
TLCD2	TLCD2
TLCN~withdrawn	TLCN~withdrawn
TLDC1	TLDC1
TLDC2	TLDC2
TLDC2	dJ132F21.2
TLDC3	OXR1
TLDC4	NCOA7
TLDC5	IFI44
TLDC6	TBC1D24
TLE1	ESG
TLE1	ESG1
TLE1	GRG1
TLE1	TLE1
TLE1P1	TLE1P1
TLE2	ESG
TLE2	ESG2
TLE2	FLJ41188
TLE2	GRG2
TLE2	TLE2
TLE3	ESG
TLE3	ESG3
TLE3	GRG3
TLE3	HsT18976
TLE3	KIAA1547
TLE3	TLE3
TLE4	E(spI)
TLE4	ESG
TLE4	GRG4
TLE4	TLE4
TLE5	AES
TLE6	FLJ14009
TLE6	GRG6
TLE6	TLE6
TLF	TBPL1
TLH29	IFI27L2
TLK1	KIAA0137
TLK1	PKU-BETA
TLK1	TLK1
TLK1P1	TLK1P1
TLK1P1	TLK1ps
TLK1ps	TLK1P1
TLK2	MGC44450
TLK2	PKU-ALPHA
TLK2	TLK2
TLK2P1	TLK2P1
TLK2P1	TLK2ps1
TLK2P2	TLK2P2
TLK2P2	TLK2ps2
TLK2ps1	TLK2P1
TLK2ps2	TLK2P2
TLL	NR2E1
TLL1	TLL1
TLL2	TLL2
TLLR	PPP1R42
TLN	ICAM5
TLN1	ILWEQ
TLN1	TLN1
TLN2	ILWEQ
TLN2	KIAA0320
TLN2	TLN2
TLP	CRIP3
TLP	TBPL1
TLP-A	CRIP3
TLP1	TEP1
TLP19	TXNDC12
TLR-4	TLR4
TLR1	CD281
TLR1	KIAA0012
TLR1	TLR1
TLR1	rsc786
TLR10	CD290
TLR10	TLR10
TLR12P	TLR12P
TLR2	CD282
TLR2	TIL4
TLR2	TLR2
TLR3	CD283
TLR3	TLR3
TLR4	ARMD10
TLR4	CD284
TLR4	TLR-4
TLR4	TLR4
TLR4	hToll
TLR5	FLJ10052
TLR5	MGC126430
TLR5	MGC126431
TLR5	TIL3
TLR5	TLR5
TLR6	CD286
TLR6	TLR6
TLR7	TLR7
TLR8	CD288
TLR8	TLR8
TLR8-AS1	TLR8-AS1
TLR9	CD289
TLR9	TLR9
TLS	FUS
TLSF-a	CXCL12
TLSF-b	CXCL12
TLSP	KLK11
TLT1	TREML1
TLT2	TREML2
TLT3	TREML3P
TLT4	TREML4
TLT5	TREML5P
TLX	CD46
TLX1	TLX1
TLX1NB	APT-B7
TLX1NB	TD1
TLX1NB	TDI
TLX1NB	TLX1NB
TLX2	Enx
TLX2	NCX
TLX2	TLX2
TLX2	Tlx2
TLX3	RNX
TLX3	TLX3
TLX~withdrawn	TLX~withdrawn
TLiSA1	CD226
TM-8	TSPAN16
TM14	FBLN7
TM2D1	BBP
TM2D1	TM2D1
TM2D2	BLP1
TM2D2	TM2D2
TM2D3	BLP2
TM2D3	FLJ22604
TM2D3	TM2D3
TM4-A	TSPAN3
TM4-B	TSPAN16
TM4SF1	L6
TM4SF1	TM4SF1
TM4SF1-AS1	TM4SF1-AS1
TM4SF18	L6D
TM4SF18	TM4SF18
TM4SF19	TM4SF19
TM4SF19-AS1	TM4SF19-AS1
TM4SF19-TCTEX1D2	TM4SF19-TCTEX1D2
TM4SF20	FLJ22800
TM4SF20	TCCE518
TM4SF20	TM4SF20
TM4SF4	TM4SF4
TM4SF4	il-TMP
TM4SF5	TM4SF5
TM6P1	TMEM150A
TM6SF1	TM6SF1
TM6SF2	Lpr4
TM6SF2	TM6SF2
TM7LN1	CD97
TM7LN2	GPR64
TM7LN4	GPR56
TM7SF1L1	GPR137
TM7SF1L2	GPR137C
TM7SF2	ANG1
TM7SF2	DHCR14A
TM7SF2	NET47
TM7SF2	TM7SF2
TM7SF3	TM7SF3
TM7XN1	GPR56
TM9SF1	HMP70
TM9SF1	MP70
TM9SF1	TM9SF1
TM9SF2	P76
TM9SF2	TM9SF2
TM9SF3	SMBP
TM9SF3	TM9SF3
TM9SF4	KIAA0255
TM9SF4	TM9SF4
TM9SF4	dJ836N17.2
TMA16	FLJ11184
TMA16	TMA16
TMA16P1	TMA16P1
TMA16P2	TMA16P2
TMA24	UBL4A
TMA7	HSPC016
TMA7	TMA7
TMAP	CKAP2
TMAP1	MXRA7
TMBIM1	LFG3
TMBIM1	PP1201
TMBIM1	RECS1
TMBIM1	TMBIM1
TMBIM2	FAIM2
TMBIM3	GRINA
TMBIM4	CGI-119
TMBIM4	GAAP
TMBIM4	LFG4
TMBIM4	S1R
TMBIM4	TMBIM4
TMBIM4	ZPRO
TMBIM5	GHITM
TMBIM6	BAXI1
TMBIM6	BI-1
TMBIM6	TMBIM6
TMBIM7P	TMBIM7P
TMC	STT3A
TMC1	TMC1
TMC2	TMC2
TMC2	dJ686C3.3
TMC3	TMC3
TMC4	TMC4
TMC5	FLJ13593
TMC5	TMC5
TMC6	EVIN1
TMC6	LAK-4P
TMC6	TMC6
TMC7	FLJ21240
TMC7	TMC7
TMC8	EVIN2
TMC8	TMC8
TMCC1	KIAA0779
TMCC1	TMCC1
TMCC1-AS1	TMCC1-AS1
TMCC1P1	TMCC1P1
TMCC2	FLJ38497
TMCC2	HUCEP11
TMCC2	TMCC2
TMCC3	KIAA1145
TMCC3	TMCC3
TMCO1	HP10122
TMCO1	TMCO1
TMCO2	TMCO2
TMCO2	dJ39G22.2
TMCO3	FLJ20623
TMCO3	TMCO3
TMCO4	DKFZp686C23231
TMCO4	TMCO4
TMCO5A	MGC35118
TMCO5A	TMCO5A
TMCO5B	TMCO5B
TMCO6	FLJ39769
TMCO6	PRO1580
TMCO6	TMCO6
TMD	TTN
TMDP	DUSP13
TMED1	IL1RL1LG
TMED1	Il1rl1l
TMED1	MGC1270
TMED1	ST2L
TMED1	TMED1
TMED10	P24(DELTA)
TMED10	TMED10
TMED10	TMP21
TMED10P1	TMED10P1
TMED10P1	Tmp21-II
TMED10P2	TMED10P2
TMED11P	TMED11P
TMED2	P24A
TMED2	RNP24
TMED2	TMED2
TMED3	TMED3
TMED3	p24B
TMED4	HNLF
TMED4	TMED4
TMED5	CGI-100
TMED5	TMED5
TMED6	MGC23911
TMED6	TMED6
TMED7	CGI-109
TMED7	FLJ90481
TMED7	TMED7
TMED7-TICAM2	TMED7-TICAM2
TMED8	TMED8
TMED9	HSGP25L2G
TMED9	TMED9
TMEFF1	CT120.1
TMEFF1	H7365
TMEFF1	TMEFF1
TMEFF2	CT120.2
TMEFF2	HPP1
TMEFF2	TENB2
TMEFF2	TMEFF2
TMEFF2	TPEF
TMEFF2	TR
TMEM100	FLJ10970
TMEM100	FLJ37856
TMEM100	TMEM100
TMEM101	FLJ23987
TMEM101	MGC4251
TMEM101	TMEM101
TMEM102	FLJ36878
TMEM102	TMEM102
TMEM104	FLJ00021
TMEM104	FLJ20255
TMEM104	TMEM104
TMEM105	FLJ38792
TMEM105	TMEM105
TMEM106A	MGC20235
TMEM106A	TMEM106A
TMEM106B	FLJ11273
TMEM106B	MGC33727
TMEM106B	TMEM106B
TMEM106C	MGC5576
TMEM106C	TMEM106C
TMEM107	MGC10744
TMEM107	TMEM107
TMEM108	CT124
TMEM108	MGC3040
TMEM108	TMEM108
TMEM109	MGC5508
TMEM109	TMEM109
TMEM11	PM1
TMEM11	PMI
TMEM11	TMEM11
TMEM110	MGC52022
TMEM110	TMEM110
TMEM110-MUSTN1	TMEM110-MUSTN1
TMEM112A	LMF1
TMEM114	TMEM114
TMEM115	PL6
TMEM115	TMEM115
TMEM116	FLJ90167
TMEM116	TMEM116
TMEM117	DKFZp434K2435
TMEM117	TMEM117
TMEM119	TMEM119
TMEM120A	NET29
TMEM120A	TMEM120A
TMEM120A	TMPIT
TMEM120B	TMEM120B
TMEM121	MGC4659
TMEM121	TMEM121
TMEM121	hole
TMEM123	KCT3
TMEM123	PORIMIN
TMEM123	TMEM123
TMEM125	MGC17299
TMEM125	TMEM125
TMEM126A	DKFZp586C1924
TMEM126A	OPA7
TMEM126A	TMEM126A
TMEM126B	HT007
TMEM126B	TMEM126B
TMEM127	FLJ20507
TMEM127	FLJ22257
TMEM127	TMEM127
